timestamp,Asset_ID,Count,Open,High,Low,Close,Volume,VWAP,Target
1623542400,3,1201.0,1.4785558333333333,1.48603,1.4780000000000002,1.4836813333333334,654799.5611032216,1.4814393884731123,-0.0025942325230424368
1623542400,2,1020.0,580.3066666666667,583.89,579.91,582.2766666666668,1227.9883275338045,581.6970384023703,-0.009142709958072648
1623542400,0,626.0,343.7895,345.108,343.64,344.598,1718.83256863,344.4417290558958,-0.004524985505224843
1623542400,1,2888.0,35554.289631921434,35652.46465014,35502.67,35602.00428571428,163.8115366489501,35583.469303033795,0.0030961560129026703
1623542400,4,433.0,0.31216700000000003,0.3126,0.31192,0.31220840000000005,585577.4104420264,0.3121540697750081,0.0014262364830005154
1623542400,5,359.0,4.83255,4.8459,4.8229,4.837583333333334,47143.54838587097,4.836606930656552,-0.0005794890402418254
1623542400,7,541.0,55.22308,55.494,55.181999999999995,55.34468,6625.201802503971,55.29881611258266,-0.003997841695337615
1623542400,6,2186.0,2371.194285714286,2379.2,2369.67,2374.380714051429,1214.1286919841982,2374.335307292818,0.0025645640838186656
1623542400,8,35.0,1.00315,1.0198,0.9873,1.0033,7061.927600000001,1.0029358326500148,-0.005096587999622109
1623542400,9,560.0,161.93342857142858,162.48,161.73,162.21471428571428,1485.009495533931,162.23131039865626,0.0006864379113994202
1623542400,10,61.0,2939.86275,2952.16,2936.23,2947.078025,9.584785,2945.11061374174,-0.004899245804271035
1623542400,13,229.0,0.06813240000000001,0.06824,0.068038,0.06815800000000001,3046438.01569785,0.0681578415315754,-0.003036397681118408
1623542400,12,383.0,0.3279726666666667,0.32927199999999995,0.32765,0.32882866666666666,536491.1016867207,0.32858176649951804,-0.003314257744416101
1623542400,11,123.0,243.1375,243.81,242.96,243.5325,307.9588534086983,243.4526966269373,-0.0013602989006320215
1623542460,3,672.0,1.48241,1.483759,1.4792,1.4820432,285828.5598436557,1.481494531545446,-0.003285767162317082
1623542460,2,1251.0,581.8,585.59,580.38,582.3583333333332,1405.2850786199995,583.4513889973522,-0.006528404588830972
1623542460,0,458.0,344.3535,344.79,343.62,344.0895000000001,1217.3524393500004,344.1887159898036,-0.0013279515581927637
1623542460,1,2006.0,35596.771428571425,35621.0,35533.38,35555.39714285714,93.36365856657318,35584.86119645152,0.0023375518310651835
1623542460,4,573.0,0.31227375,0.3124,0.31154,0.3118465,939643.3134300284,0.3119296873836534,0.002064774362557687
1623542460,5,644.0,4.83455,4.8495,4.8185,4.8383,86783.07442407467,4.837429842961922,-0.0007778725869942893
1623542460,7,530.0,55.3209,55.4266,55.148999999999994,55.2864,6929.457932808137,55.26549126903787,-0.00462644095943698
1623542460,6,1261.0,2373.970100892857,2375.35,2369.37,2371.79,786.7384530001608,2372.8098300072493,0.0024696187998626993
1623542460,8,98.0,1.00305,1.0196,0.9841,1.00155,47719.510738261575,1.0010784718854306,-0.003680672653001434
1623542460,9,381.0,162.14185714285713,162.38,161.8,162.19299999999998,1344.8095948686228,162.1213095585244,-0.0004121105437973312
1623542460,10,35.0,2946.370566666666,2949.72,2943.71,2945.7119,2.794134,2946.6331630459804,-0.0024055717379326547
1623542460,13,395.0,0.06814420000000003,0.068334,0.06804,0.0682168,4981364.6040115515,0.06820114412496711,-0.0009016248848470187
1623542460,12,287.0,0.3286563333333333,0.32928,0.32778,0.3285628333333333,449638.9817876304,0.32854838969575434,-0.0036433258105971976
1623542460,11,62.0,243.368,243.5,242.94,243.33,143.50531978547681,243.33739778630212,-3.300741539941348e-05
1623542520,3,849.0,1.4814925,1.482896,1.477801,1.4792586666666665,486854.5898830496,1.4806404917958782,-0.0017599017934572976
1623542520,2,540.0,582.1,582.67,579.62,580.54,472.3730052431612,580.8500173328604,-0.0034927588303573787
1623542520,0,535.0,343.778,344.06,342.5,343.0095,975.79704671,343.13965215922826,0.0008646753815817476
1623542520,1,3531.0,35550.27125,35576.59,35402.87,35488.28750000001,220.5351644401974,35480.068896554425,0.0023493312715517104
1623542520,4,1667.0,0.31167,0.312,0.31043000000000004,0.311006,3416122.0094199576,0.31113101102470064,0.00018185050977722017
1623542520,5,380.0,4.83344,4.8357,4.8143,4.822080000000001,41288.47955,4.824327155550324,-0.0018964837918849261
1623542520,7,825.0,55.2257,55.3096,54.91,55.02605000000001,12315.492360649998,55.09578016644755,-0.005605934122022594
1623542520,6,1856.0,2370.8800109057142,2371.95007634,2363.0,2365.59,764.0804690537974,2367.128371992764,0.0021643499347873112
1623542520,8,53.0,1.00045,1.0164,0.9817,0.9975,12162.51486490911,0.9989487290708386,0.00020004116041915157
1623542520,9,439.0,161.87614285714284,162.03,161.46,161.82914285714287,1265.9687200499998,161.73765641304303,-3.9899148650788814e-05
1623542520,10,56.0,2939.582925,2941.8083,2930.03,2933.232,6.08464001,2937.1531123893187,0.00046467205253675203
1623542520,13,338.0,0.06815866666666666,0.06817000000000001,0.06795,0.06802533333333334,2790134.1311121504,0.06805650488998552,4.906578740637713e-06
1623542520,12,264.0,0.3280611428571429,0.32837,0.326973,0.32749671428571425,742486.8169519459,0.3276764252081238,-0.002748131759748574
1623542520,11,49.0,242.745,243.0,242.23,242.3475,54.20834000000002,242.45107001338855,-0.001377580732066281
1623542580,3,1023.0,1.4790748,1.479399,1.4726,1.4735268,328684.942927661,1.4763716778425917,-0.0011141667276467035
1623542580,2,409.0,580.49,580.69,578.31,578.9119999999998,204.52097036882628,579.4701435051678,-0.0032256392983911475
1623542580,0,614.0,343.23800000000006,343.406,341.94,342.325,1295.19851818,342.5258757657822,-0.002084843957672944
1623542580,1,2901.0,35478.867162041424,35503.46013429,35381.01,35423.490000000005,118.80251145517951,35438.243466321735,0.0022256677973176656
1623542580,4,1094.0,0.31092299999999995,0.3114,0.3104,0.3106764,2403979.986150792,0.310893743571307,-1.1247920072541846e-05
1623542580,5,465.0,4.819883333333333,4.8221,4.8083,4.8134500000000005,34767.54154367816,4.815294110254594,-0.0018979703314686255
1623542580,7,347.0,54.99756666666666,55.0442,54.9168,54.94095,2735.0958737100004,54.974252788284595,-0.004101231960762995
1623542580,6,2624.0,2365.769427307143,2367.5,2359.01,2360.5057142857145,2253.6627593573567,2362.394058731493,0.0012072218059938813
1623542580,8,169.0,0.9966,1.0129,0.9751,0.991,62518.202934080764,0.992973832708655,0.0006666043151824668
1623542580,9,431.0,161.86233333333334,161.93,161.27,161.485,1156.6358731245705,161.59534941904403,0.0013043432370598176
1623542580,10,34.0,2930.15025,2931.52,2921.66,2925.0736999999995,1.1870949999999998,2926.427322497507,-0.0011327665061704462
1623542580,13,240.0,0.0680148,0.06805499999999999,0.067866,0.067936,2572088.345211709,0.0679576224048424,-0.0006783342112931523
1623542580,12,276.0,0.32726716666666666,0.32741,0.32613000000000003,0.32640616666666666,257177.76760116004,0.3268340162648565,-0.0023704165711708686
1623542580,11,107.0,242.36,242.55,241.7,242.074,139.3090807279404,242.12316755667092,-0.000438157394099786
1623542640,3,827.0,1.4732316,1.475461,1.471472,1.472372,586764.07775842,1.4728129755639352,0.0004981254861099078
1623542640,2,259.0,578.7199999999998,579.33,578.31,578.955,190.63636644999997,578.8538740388855,-0.0029123714012213586
1623542640,0,289.0,342.435,342.847,342.08,342.7115,946.05337377,342.4421860758212,-0.002280003032228861
1623542640,1,1968.0,35419.640458582864,35476.0,35384.64,35453.218571428566,115.56472058980872,35434.81166328311,0.0019658395780306342
1623542640,4,524.0,0.31069450000000004,0.3113,0.31038000000000004,0.311004,1000324.7377550196,0.3107571142228796,0.00039902623104245776
1623542640,5,319.0,4.81236,4.82,4.8082,4.8155600000000005,27676.041060413652,4.813538765055633,-0.0017459252518794233
1623542640,7,450.0,54.94035,54.974,54.788000000000004,54.86838333333333,4138.326636090501,54.88576852499116,-0.0038012836078997834
1623542640,6,3084.0,2360.05,2364.67,2356.29,2362.864535695714,3501.68988544692,2361.0928542065826,0.0010893945757681862
1623542640,8,61.0,0.99055,1.0077,0.9754,0.99145,20392.118876069657,0.9913044214767529,-0.0013886197451746323
1623542640,9,327.0,161.41033333333334,161.61,161.31,161.43333333333334,1016.82236251192,161.43696864092297,0.0012086542422653627
1623542640,10,18.0,2925.58285,2931.4040000000005,2922.48,2928.5235,5.12544,2927.136620886265,-0.002187647950637639
1623542640,13,317.0,0.0679072,0.067984,0.067839,0.06796060000000001,2459114.66011313,0.06792028877218596,-0.0008671004865765664
1623542640,12,241.0,0.32635866666666663,0.32700300000000004,0.32589,0.32662283333333336,262907.8988690343,0.3264325670188523,-0.0048008477494930245
1623542640,11,53.0,241.98,242.12,241.68,241.988,48.3330225482224,241.99105264128517,-0.001991710457527756
1623542700,3,2103.0,1.4723158333333333,1.473547,1.4637,1.4723115,1025416.4722886544,1.4686171496768796,-0.0008109521043032459
1623542700,2,222.0,578.9359999999998,579.46,577.95,578.738,244.91252278687423,578.5586962641785,-0.004632744385676291
1623542700,0,319.0,342.45900000000006,343.12,342.13,342.982,899.0901,342.7192221848228,-0.0032970569688919316
1623542700,1,1704.0,35453.469999999994,35512.63,35414.5,35482.32861175142,61.90903263098778,35465.4152113272,0.00155496456644006
1623542700,4,409.0,0.31095059999999997,0.3115,0.3106,0.3109716,580693.856872339,0.3109345986291577,0.000877999728391087
1623542700,5,233.0,4.815033333333333,4.8260000000000005,4.8092,4.820083333333334,23847.347614288818,4.816316184430179,-0.0022921623964152486
1623542700,7,453.0,54.84458000000001,55.0219,54.744,54.85938,2800.984208765405,54.82421586709175,-0.007555168044316841
1623542700,6,1371.0,2362.680561284286,2366.72,2359.58,2365.0271428571427,898.8647203992674,2362.004537557801,0.000916617907172821
1623542700,8,64.0,0.9918,1.0097,0.9745,0.99375,12706.5554120009,0.9917063071427954,0.016078300783105202
1623542700,9,611.0,161.36171428571427,161.72,161.01,161.48642857142858,1727.4678621198896,161.25295127445153,7.697825233555578e-05
1623542700,10,11.0,2929.8398,2931.4040000000005,2927.9548,2931.0170000000007,0.561027,2930.0342327321578,-0.002020913924162704
1623542700,13,235.0,0.0679312,0.06801900000000001,0.067859,0.0679852,1876474.5055500169,0.06792853755402266,-0.0017672388454529342
1623542700,12,186.0,0.32643449999999996,0.32729,0.32604299999999997,0.326846,234274.92337120004,0.3266186090309597,-0.004032572878155692
1623542700,11,114.0,242.022,242.45,241.55,242.238,83.74134642061249,242.0602727159991,-0.0015948736792708567
1623542760,3,847.0,1.4726913333333334,1.475314,1.4715,1.4749308333333333,534397.9332699317,1.4740189483888024,-6.936205704246787e-05
1623542760,2,160.0,579.382,580.38,578.88,579.678,109.3268560562457,579.7710489729008,-0.005755165971254028
1623542760,0,225.0,343.0085,343.56699999999995,342.91,343.3365,507.0554262100002,343.21293093982797,-0.0035671073922360907
1623542760,1,1717.0,35488.27,35550.0,35469.7,35501.17,107.45561525944176,35503.25345942475,0.0013647710160646256
1623542760,4,467.0,0.31100675,0.3115,0.31065,0.310956,1159696.9852905804,0.3109538248310933,0.0007532410955581968
1623542760,5,232.0,4.8206799999999985,4.8293,4.8188,4.82578,16152.498242241843,4.825544922084889,-0.0007722369560556721
1623542760,7,256.0,54.93637500000001,55.1056,54.898999999999994,54.9675,2029.817937806744,54.98865895983798,-0.007348711063810732
1623542760,6,1263.0,2365.214285714286,2369.03209993,2363.88,2366.067142857143,817.5185886177434,2366.2994085139208,0.0015982220592695067
1623542760,8,32.0,0.9939,1.0103,0.9764,0.99205,11888.642,0.9935662921737743,2.1792907934365356e-05
1623542760,9,345.0,161.57649999999995,161.99,161.49,161.78083333333333,732.8264022780558,161.7944295734519,0.00036478340892011265
1623542760,10,15.0,2934.897066666667,2935.62,2929.73,2932.336666666666,0.552127,2932.59531280476,-0.0021529314277415335
1623542760,13,199.0,0.0679855,0.06805599999999999,0.067974,0.06804400000000001,1830836.897981886,0.06801734257386133,-0.0020021455938694643
1623542760,12,140.0,0.3271664285714286,0.32764,0.32649,0.3269912857142857,93205.50417872002,0.3272361014515843,-0.005598004005507524
1623542760,11,45.0,242.34,242.89,242.28,242.4933333333333,50.48814420000001,242.5771140982531,-0.00035093916995707596
1623542820,3,779.0,1.4749845,1.4758,1.4725,1.4742331666666668,238124.8931632249,1.4743942271581647,0.0010748965642468026
1623542820,2,68.0,579.5525,579.74,579.0,579.3924999999998,36.887495308907454,579.4845188768866,-0.004623545848145949
1623542820,0,311.0,343.19,343.25,342.7,342.995,1032.3349999999996,343.1074500601722,-0.0038250600538809465
1623542820,1,907.0,35505.62391975,35524.81,35484.14,35495.46714285714,27.20374530375045,35501.22712852623,0.001158309159628747
1623542820,4,432.0,0.3107816,0.3113,0.31031,0.31085359999999995,1172176.97303326,0.310759954846575,0.0005262485543107119
1623542820,5,194.0,4.825733333333333,4.8267,4.8177,4.820166666666666,14014.319853161885,4.822626458308073,-0.0005801938866617489
1623542820,7,171.0,54.942525,54.9761,54.842,54.907925,1749.6327502128306,54.91718613313058,-0.005492824296669582
1623542820,6,662.0,2365.5683333333336,2366.66,2362.96,2363.418333333333,255.82598749117747,2364.403879809083,0.0009084095567407375
1623542820,8,17.0,0.99175,1.0076,0.9761,0.99185,2112.5671000000007,0.9917013475099896,-0.00023814786523822153
1623542820,9,216.0,161.78816666666668,161.87,161.54,161.6788333333334,458.25840883216387,161.73511124741864,0.0006378897006442748
1623542820,10,6.0,2927.95,2929.67,2926.27,2926.475,0.33851999999999993,2927.9007421515835,-0.002367550424764109
1623542820,13,167.0,0.06801325,0.06804,0.067942,0.06796875,1075579.75508676,0.0679926872395023,-0.0013157003472212825
1623542820,12,81.0,0.32681560000000004,0.327054,0.32632,0.3266648,48957.16816398,0.3267227847052375,-0.004867741024611563
1623542820,11,13.0,242.455,242.47,242.07,242.255,19.37805709,242.3727550084205,-0.0003388188347545557
1623542880,3,610.0,1.4733586666666667,1.473975,1.4695,1.4707278333333331,270395.64667803986,1.4715035567063952,0.0002815696966087756
